0,0.001251,0.000078,0.000000,0.000078
1,0.563585,0.035380,0.000000,0.035380
2,0.193304,0.082842,0.000019,0.082842
3,0.808741,0.216231,0.000570,0.216224
4,0.585009,0.469026,0.004035,0.468960
5,0.479873,0.965541,0.019538,0.965165
6,0.350291,0.825804,0.074606,0.824120
7,0.895962,1.320997,0.217812,1.314915
8,0.822840,1.075941,0.520553,1.057498
9,0.746605,1.028527,0.825190,0.982940
10,0.174108,1.108190,0.889136,1.013716
11,0.858943,1.569481,1.324650,1.393817
12,0.710501,1.391444,1.752815,1.105331
13,0.513535,1.169303,1.933166,0.781134
14,0.303995,0.864397,1.829861,0.395261
15,0.014985,1.381514,1.613449,0.778729
16,0.091403,1.050853,1.209083,0.360031
17,0.364452,0.703482,1.080697,0.009455
18,0.147313,0.389101,0.807876,-0.235786
19,0.165899,0.180582,0.702450,-0.346029
20,0.988525,0.392977,1.640514,-0.035370
21,0.445692,0.631005,1.866426,0.234612
22,0.119083,0.540548,1.582852,0.160255
23,0.004669,0.786761,1.318891,0.332841
24,0.008911,1.242283,1.096949,0.601710
25,0.377880,0.531133,0.842717,-0.104340
26,0.531663,0.204110,1.076259,-0.333718
27,0.571184,0.205752,1.498318,-0.255492
28,0.601764,0.439776,1.957567,0.020373
29,0.607166,0.899676,2.375764,0.469955
30,0.166234,1.053982,2.066658,0.505792
31,0.663045,1.086077,2.321767,0.391180
32,0.450789,1.057960,2.275011,0.239056
33,0.352123,0.934400,2.076470,0.053662
34,0.057039,0.658034,1.488685,-0.171745
35,0.607685,1.021580,1.933752,0.164513
36,0.783319,0.766028,2.291657,-0.048045
37,0.802606,0.680641,2.699838,-0.071249
38,0.519883,0.689529,2.724570,-0.017719
39,0.301950,1.283853,2.668011,0.431480
40,0.875973,1.407084,3.152873,0.436430
41,0.726676,1.292949,3.291291,0.227161
42,0.955901,1.040429,3.659975,-0.056961
43,0.925718,1.098951,4.028045,-0.056353
44,0.539354,1.627710,3.966056,0.334731
45,0.142338,1.512371,3.127372,0.148470
46,0.462081,1.600270,2.931716,0.152338
47,0.235328,1.303447,2.273853,-0.156852
48,0.862239,0.809349,2.538448,-0.531762
49,0.209601,0.553091,1.968106,-0.567310
50,0.779656,0.870233,2.532768,-0.151280
51,0.843654,0.869034,2.950241,-0.038184
52,0.996796,1.329711,3.656143,0.379114
53,0.999695,0.997423,3.971263,0.061969
54,0.611499,1.613863,4.004703,0.480138
55,0.392438,1.692940,3.570477,0.393966
56,0.266213,1.715211,2.995014,0.259921
57,0.297281,1.455411,2.443929,-0.023261
58,0.840144,0.963940,2.729915,-0.439021
59,0.023743,0.706366,1.797901,-0.520149
60,0.375866,0.651349,1.698553,-0.394722
61,0.092624,0.776061,1.287116,-0.134164
62,0.677206,0.999886,1.898205,0.133279
63,0.056215,0.322996,1.184863,-0.333061
64,0.008789,0.599055,0.897986,-0.005123
65,0.918790,0.503803,1.875782,-0.048580
66,0.275887,0.839602,1.836141,0.226729
67,0.272897,0.341849,1.520781,-0.143624
68,0.587909,0.608013,1.967872,0.086412
69,0.691183,1.241646,2.594953,0.525202
70,0.837611,0.698061,2.914143,-0.020939
71,0.726493,0.889754,3.195802,0.146262
72,0.484939,1.264023,3.102523,0.346570
73,0.205359,1.365064,2.526656,0.285723
74,0.743736,1.394246,2.924604,0.236987
75,0.468459,1.142548,2.686947,-0.039899
76,0.457961,0.860733,2.466437,-0.256672
77,0.949156,0.810909,3.143247,-0.222181
78,0.744438,1.257628,3.467048,0.158771
79,0.108280,1.034551,2.499058,-0.024559
80,0.599048,1.169624,2.676785,0.092723
81,0.385235,1.447403,2.529933,0.248552
82,0.735008,1.042432,2.779760,-0.132718
83,0.608966,0.634049,2.719054,-0.363420
84,0.572405,1.087313,2.884200,0.055946
85,0.361339,0.999115,2.509164,-0.024270
86,0.151555,1.237232,2.003594,0.177390
87,0.225105,1.018517,1.622201,-0.009539
88,0.425153,0.845674,1.689043,-0.143931
